"Name","Runtime","Created","val/segmentation/constraint/violating_samples","val/segmentation/constraint/total_samples","val/registration/constraint/total_samples","val/registration/constraint/violating_samples","val_extra/registration/iou/warped_vs_gt_epoch","val/registration/iou/warped_vs_gt_epoch","val_extra/segmentation/iou/pred_vs_gt_epoch","val/segmentation/iou/pred_vs_gt_epoch","seed","mode","modality","val_extra/registration/constraint/total_samples","val_extra/registration/constraint/violating_samples","val_extra/registration/constraint/violation_rate_epoch","val_extra/registration/constraint/violation_rate_step","val_extra/segmentation/constraint/total_samples","val_extra/segmentation/constraint/violating_samples","val_extra/segmentation/constraint/violation_rate_epoch","val_extra/segmentation/constraint/violation_rate_step","ID","coupling","sdf_mode","learning_sample_strategy","validation_sample_strategy","aff_def_mode","segmentator_unlearned","special_tag","val_extra/epoch","epoch"
"ex3-initial_decoupled-BCE_CentroidLoss-deformed-seed1234","2848","2026-08-04T13:27:43.000Z","0","98","98","2","0.4149824380874634","0.938256859779358","0.962877094745636","0.962877094745636","1234","BCE_CentroidLoss","deformed","","","","","","","","","tf07chu0","","","","","","","","","99"
"ex3-initial_decoupled-OneSideSDFPlain_OneSideSDFPlain-deformed-seed42","1828","2026-08-04T11:00:03.000Z","0","98","98","0","0.46975189447402954","0.9375752806663512","0.938624143600464","0.938624143600464","42","OneSideSDFPlain_OneSideSDFPlain","deformed","","","","","","","","","z2zl6ozf","","","","","","","","","63"
"ex3-initial_decoupled-BCE_SDFTEMPLATE_OneSideSDFSQUARE-deformed-seed219","2703","2026-08-04T15:13:24.000Z","0","98","98","95","0.2965659201145172","0.9375576376914978","0.9620242118835448","0.9620242118835448","219","BCE_SDFTEMPLATE_OneSideSDFSQUARE","deformed","","","","","","","","","rar4281v","","","","","","","","","89"
"ex3-initial_decoupled-OneSideSDFSquared_OneSideSDFSquared-deformed-seed42","2957","2026-08-04T11:01:27.000Z","0","98","98","0","0.34641560912132263","0.9374850392341614","0.939903736114502","0.939903736114502","42","OneSideSDFSquared_OneSideSDFSquared","deformed","","","","","","","","","rxh5plgb","","","","","","","","","99"
"ex3-initial_decoupled-BCE_SDFTEMPLATE_OneSideSDFSQUARE-deformed-seed1234","2194","2026-08-04T13:45:45.000Z","0","98","98","95","0.22263145446777344","0.9353592395782472","0.9625782370567322","0.9625782370567322","1234","BCE_SDFTEMPLATE_OneSideSDFSQUARE","deformed","","","","","","","","","14v5zrb4","","","","","","","","","75"
"ex3-initial_decoupled-BCE_CentroidLoss-deformed-seed42","2321","2026-08-04T10:45:21.000Z","0","98","98","1","0.5370954275131226","0.9334073066711426","0.9630719423294068","0.9630719423294068","42","BCE_CentroidLoss","deformed","","","","","","","","","tloszfoh","","","","","","","","","80"
"ex3-initial_decoupled-BCE_CentroidLoss-deformed-seed219","2921","2026-08-04T14:57:49.000Z","0","98","98","1","0.41199854016304016","0.931329905986786","0.9626926779747008","0.9626926779747008","219","BCE_CentroidLoss","deformed","","","","","","","","","qq1xi2qv","","","","","","","","","99"
"ex3-initial_decoupled-BCE_OneSideSDFSquared-deformed-seed219","1567","2026-08-04T14:44:46.000Z","0","98","98","11","0.5093539357185364","0.9229267835617064","0.962011218070984","0.962011218070984","219","BCE_OneSideSDFSquared","deformed","","","","","","","","","otltl2xh","","","","","","","","","53"
"ex3-initial_decoupled-BCE_BCE-deformed-seed1234","2108","2026-08-04T13:20:16.000Z","0","98","98","56","0.40654802322387695","0.9043598771095276","0.9622358083724976","0.9622358083724976","1234","BCE_BCE","deformed","","","","","","","","","ynuwrxoy","","","","","","","","","73"
"ex3-initial_decoupled-BCE_OneSideSDFSquared-deformed-seed42","970","2026-08-04T10:33:52.000Z","0","98","98","0","0.4098157286643982","0.8906704783439636","0.9628132581710817","0.9628132581710817","42","BCE_OneSideSDFSquared","deformed","","","","","","","","","emyo4u8f","","","","","","","","","33"
"ex3-initial_decoupled-OneSideSDFPlain_OneSideSDFPlain-affine-seed42","1009","2026-08-04T10:29:32.000Z","0","99","99","0","0.8405608534812927","0.8422127366065979","0.963843584060669","0.963843584060669","42","OneSideSDFPlain_OneSideSDFPlain","affine","","","","","","","","","uupab2ni","","","","","","","","","99"
"ex3-initial_decoupled-BCE_SDFTEMPLATE_OneSideSDFSQUARE-affine-seed42","933","2026-08-04T10:29:13.000Z","1","99","99","1","0.8369817733764648","0.8361611366271973","0.9747262597084044","0.9747262597084044","42","BCE_SDFTEMPLATE_OneSideSDFSQUARE","affine","","","","","","","","","b18ptuqz","","","","","","","","","42"
"ex3-initial_decoupled-OneSideSDFPlain_OneSideSDFPlain-affine-seed219","1973","2026-08-04T14:39:41.000Z","1","99","99","0","0.8382905125617981","0.834871232509613","0.9655216336250304","0.9655216336250304","219","OneSideSDFPlain_OneSideSDFPlain","affine","","","","","","","","","iyd4futy","","","","","","","","","99"
"ex3-initial_decoupled-BCE_OneSideSDFPlain-affine-seed219","1980","2026-08-04T14:10:50.000Z","1","99","99","0","0.8354060053825378","0.834871232509613","0.9755277037620544","0.9755277037620544","219","BCE_OneSideSDFPlain","affine","","","","","","","","","ndcl8djc","","","","","","","","","99"
"ex3-initial_decoupled-BCE_OneSideSDFSquared-affine-seed42","1496","2026-08-04T10:19:30.000Z","0","99","99","0","0.8324543237686157","0.8329110145568848","0.9759781956672668","0.9759781956672668","42","BCE_OneSideSDFSquared","affine","","","","","","","","","6t2gb510","","","","","","","","","75"
"ex3-initial_decoupled-BCE_BCE-deformed-seed42","803","2026-08-04T11:02:01.000Z","0","98","98","94","0.3528987467288971","0.8327543139457703","0.9634854197502136","0.9634854197502136","42","BCE_BCE","deformed","","","","","","","","","q490jqig","","","","","","","","","27"
"ex3-initial_decoupled-BCE_SDFTEMPLATE_OneSideSDFSQUARE-affine-seed219","1218","2026-08-04T14:36:47.000Z","1","99","99","1","0.8296915888786316","0.8296414613723755","0.9759240746498108","0.9759240746498108","219","BCE_SDFTEMPLATE_OneSideSDFSQUARE","affine","","","","","","","","","nieo0d4u","","","","","","","","","60"
"ex3-initial_decoupled-OneSideSDFSquared_OneSideSDFSquared-affine-seed42","2027","2026-08-04T18:22:39.000Z","74","99","99","0","0.8224892616271973","0.8268741369247437","0.963595688343048","0.963595688343048","42","OneSideSDFSquared_OneSideSDFSquared","affine","99","0","0","0","99","74","0.747474730014801","1","lwrohm9q","decoupled","kornia","","","","","","","99"
"ex3-initial_decoupled-OneSideSDFSquared_OneSideSDFSquared-affine-seed42","2039","2026-08-04T18:36:52.000Z","9","99","99","0","0.8149137496948242","0.8169071078300476","0.9564945697784424","0.9564945697784424","42","OneSideSDFSquared_OneSideSDFSquared","affine","99","1","0.010101010091602802","0.3333333432674408","99","9","0.09090909361839294","0","1oq16rf9","full","scipy","","","","","","","98"
"ex3-initial_decoupled-OneSideSDFSquared_OneSideSDFSquared-affine-seed1234","1872","2026-08-04T13:05:47.000Z","7","99","99","0","0.8063452243804932","0.808021068572998","0.9599294066429138","0.9599294066429138","1234","OneSideSDFSquared_OneSideSDFSquared","affine","","","","","","","","","q3doybdv","","","","","","","","","99"
"ex3-initial_decoupled-BCE_SDFTEMPLATE_OneSideSDFSQUARE-affine-seed1234","1380","2026-08-04T13:03:50.000Z","0","99","99","0","0.7938125133514404","0.794760525226593","0.9752215147018432","0.9752215147018432","1234","BCE_SDFTEMPLATE_OneSideSDFSQUARE","affine","","","","","","","","","8ay5ujbg","","","","","","","","","69"
"ex3-initial_decoupled-BCE_OneSideSDFSquared-affine-seed1234","1504","2026-08-04T12:43:39.000Z","0","99","99","1","0.7925462126731873","0.7928457260131836","0.9756224155426024","0.9756224155426024","1234","BCE_OneSideSDFSquared","affine","","","","","","","","","v67kkx6g","","","","","","","","","79"
"ex3-initial_decoupled-OneSideSDFSquared_OneSideSDFSquared-affine-seed219","1998","2026-08-04T14:39:00.000Z","6","99","99","0","0.788485050201416","0.7920246124267578","0.9585792422294616","0.9585792422294616","219","OneSideSDFSquared_OneSideSDFSquared","affine","","","","","","","","","4l08psbw","","","","","","","","","99"
"ex3-initial_decoupled-OneSideSDFSquared_OneSideSDFSquared-affine-seed42","1001","2026-08-04T10:29:12.000Z","11","99","99","0","0.7877690196037292","0.787986695766449","0.9553049206733704","0.9553049206733704","42","OneSideSDFSquared_OneSideSDFSquared","affine","","","","","","","","","dtisluoq","","","","","","","","","98"
"ex3-initial_decoupled-BCE_OneSideSDFSquared-affine-seed219","1264","2026-08-04T14:03:12.000Z","1","99","99","1","0.7847024202346802","0.7845027446746826","0.9754509925842284","0.9754509925842284","219","BCE_OneSideSDFSquared","affine","","","","","","","","","ffgl04er","","","","","","","","","67"
"ex3-initial_decoupled-BCE_OneSideSDFPlain-affine-seed42","546","2026-08-04T10:19:21.000Z","1","99","99","0","0.7638835906982422","0.7643754482269287","0.9742437601089478","0.9742437601089478","42","BCE_OneSideSDFPlain","affine","","","","","","","","","b1f9ff0x","","","","","","","","","62"
"ex3-initial_decoupled-BCE_CentroidLoss-affine-seed42","286","2026-08-04T10:19:36.000Z","1","99","99","0","0.7430170774459839","0.7432887554168701","0.9751778841018676","0.9751778841018676","42","BCE_CentroidLoss","affine","","","","","","","","","nk3e1tlh","","","","","","","","","45"
"ex3-initial_decoupled-BCE_CentroidLoss-affine-seed219","905","2026-08-04T14:23:06.000Z","1","99","99","0","0.7431654334068298","0.7430222630500793","0.975808322429657","0.975808322429657","219","BCE_CentroidLoss","affine","","","","","","","","","rvyt6s2c","","","","","","","","","47"
"ex3-initial_decoupled-BCE_OneSideSDFPlain-affine-seed1234","1517","2026-08-04T12:43:39.000Z","0","99","99","0","0.7421528697013855","0.7414764165878296","0.9754602313041688","0.9754602313041688","1234","BCE_OneSideSDFPlain","affine","","","","","","","","","ks9ndihf","","","","","","","","","80"
"ex3-initial_decoupled-OneSideSDFPlain_OneSideSDFPlain-affine-seed1234","1530","2026-08-04T13:09:45.000Z","1","99","99","0","0.7387676239013672","0.7414764165878296","0.9664506316184998","0.9664506316184998","1234","OneSideSDFPlain_OneSideSDFPlain","affine","","","","","","","","","u2ly9hy8","","","","","","","","","80"
"ex3-initial_decoupled-BCE_CentroidLoss-affine-seed1234","1135","2026-08-04T12:43:43.000Z","1","99","99","0","0.7302462458610535","0.7302141189575195","0.9751947522163392","0.9751947522163392","1234","BCE_CentroidLoss","affine","","","","","","","","","qngpgv3n","","","","","","","","","59"
"ex3-initial_decoupled-BCE_BlurredLoss-affine-seed219","977","2026-08-04T14:24:18.000Z","1","99","99","3","0.6699064373970032","0.6701621413230896","0.9762296676635742","0.9762296676635742","219","BCE_BlurredLoss","affine","","","","","","","","","ca01dg3d","","","","","","","","","48"
"ex3-initial_decoupled-BCE_BCE-affine-seed42","465","2026-08-04T10:19:21.000Z","1","99","99","0","0.6689023971557617","0.6692426204681396","0.976018488407135","0.976018488407135","42","BCE_BCE","affine","","","","","","","","","32pu9wpo","","","","","","","","","74"
"ex3-initial_decoupled-BCE_BlurredLoss-affine-seed42","562","2026-08-04T10:19:33.000Z","1","99","99","2","0.6683022975921631","0.6678810715675354","0.9755313992500304","0.9755313992500304","42","BCE_BlurredLoss","affine","","","","","","","","","njf6gjaz","","","","","","","","","54"
"ex3-initial_decoupled-BCE_BCE-affine-seed219","1344","2026-08-04T14:16:22.000Z","1","99","99","0","0.6582419872283936","0.6576231122016907","0.9747453927993774","0.9747453927993774","219","BCE_BCE","affine","","","","","","","","","dbk4dtkz","","","","","","","","","70"
"ex3-initial_decoupled-BCE_BlurredLoss-affine-seed1234","1073","2026-08-04T12:43:53.000Z","1","99","99","2","0.6567812561988831","0.6569681167602539","0.9754022359848022","0.9754022359848022","1234","BCE_BlurredLoss","affine","","","","","","","","","0394fmeg","","","","","","","","","55"
"ex3-initial_decoupled-BCE_SDFTEMPLATE_OneSideSDFSQUARE-deformed-seed42","702","2026-08-04T11:01:48.000Z","0","98","98","98","0.2848113775253296","0.6488706469535828","0.963432788848877","0.963432788848877","42","BCE_SDFTEMPLATE_OneSideSDFSQUARE","deformed","","","","","","","","","qb1nzdt9","","","","","","","","","23"
"ex3-initial_decoupled-BCE_BCE-affine-seed1234","1275","2026-08-04T12:43:39.000Z","0","99","99","3","0.620482325553894","0.6201635599136353","0.975641131401062","0.975641131401062","1234","BCE_BCE","affine","","","","","","","","","74bzqxbl","","","","","","","","","67"
"ex3-initial_decoupled-OneSideSDFSquared_OneSideSDFSquared-deformed-seed42","3019","2026-08-04T20:02:07.000Z","0","98","98","98","0.16342933475971222","0.16342933475971222","0.939903736114502","0.939903736114502","42","OneSideSDFSquared_OneSideSDFSquared","deformed","98","98","1","1","98","0","0","0","217kw0ib","full","scipy","","","","","","","99"
"ex3-initial_decoupled-UNET-deformed-seed1234","408","2026-08-04T13:09:45.000Z","0","98","","","","","","0.9634684920310974","1234","UNET","deformed","","","","","","","","","iy33jzo7","","","","","","","","","30"
"ex3-initial_decoupled-UNET-affine-seed1234","676","2026-08-04T12:43:38.000Z","1","99","","","","","","0.9747470617294312","1234","UNET","affine","","","","","","","","","9yjj0ih8","","","","","","","","","51"
"ex3-initial_decoupled-UNET-affine-seed42","526","2026-08-04T10:19:29.000Z","1","99","","","","","","0.9748026728630066","42","UNET","affine","","","","","","","","","7fhs55s6","","","","","","","","","39"
"ex3-initial_decoupled-UNET-deformed-seed219","327","2026-08-04T14:41:23.000Z","0","98","","","","","","0.9635610580444336","219","UNET","deformed","","","","","","","","","4w8ulpqd","","","","","","","","","24"
"ex3-initial_decoupled-UNET-affine-seed219","555","2026-08-04T14:00:43.000Z","1","99","","","","","","0.9744531512260436","219","UNET","affine","","","","","","","","","46h6jq9c","","","","","","","","","39"
"ex3-initial_decoupled-UNET-deformed-seed42","120","2026-08-04T10:33:16.000Z","0","98","","","","","","0.9628449082374572","42","UNET","deformed","","","","","","","","","3nqqd5ux","","","","","","","","","23"
